label,text
0,"I noticed I was very tired and headachy after taking Vitex, but I read that is a common side effect and that it was temporary. After the first week, I only noticed the tiredness increasing. I would feel almost confused at times and just plain strange. When taking it during the day, one time, I completely drove past the shopping center I was going to. I'd go through these spells where I felt very heady, like I was going to pass out. I was only taking 250mg per day. I had high hopes for this as a treatment for PCOS, but I couldn't continue with it. This doesn't seem like a common result, but malaise and confusion are listed among vitex's side effects. Maybe I should have tried vitex fruit which is less potent than vitex extract, but this is something I'm not messing around with any more! Back to progesterone cream!"
1,"Ok, here it is in a nutshell, this is almost like a watching a Batman documentary, no over the top villians, no goofy sidekicks, just the complete origin of Batman. Very good acting and well paced, this movie is the polar opposite of Batman & Robyn."
0,"I have the Le Mystere Safari T-Shirt Bra and love it, but this bra is just not as good. The quality is not great; the fabric is harsh and the cups of the bra are very stiff. When I tried it on, the bra separated my boobs very far apart. It made me look like a 1950's housewife with cone boobs. No cleavage, total separation, very pointy. Just not attractive.As for the sizing, I didn't feel that the cups were too small. I am a 32 G in other Le Mystere bras and the fit was proportional. The cups just made my chest look unattractive."
0,"A great voice impeded by dreadful songs, most written by a committee (it seems) and humdrum orchestration. Clay, please listen to GREAT songs by the master songwriters -- Cole Porter, Irving Berlin, so many others. You have the voice. Please find the music."
1,"An extremely accurate view of the thoughts and feelings of people into the light s/m scene. Although the setting and plot are (most likely) fictional, Rice has done something here I've never seen before - realistically portray the eroticism and appeal of this sexual lifestyle. Much better than her over-the-top Beauty series.One flaw, though, was her tendency to hang people by their hands for long periods - definitely dangerous and never done by responsible ""players"". Don't try this one at home!"
1,I really loved this book! It has my second favorite pair of soulmates in it (Ash & Mary-Lynette being my favorite). This book reminds me a lot of my favorite show 'Buffy the Vampire Slayer'. I think they even mention the movie in the book... Anyway this book up there with my top 5 favorite L. J. Smith books. They are all so good that it is hard to decide an exact order. so if you haven't read it yet then I suggest that you do.
1,"This was recommended to a friend of mine by his doctor. I'm usually very skeptical of herbal treatments, but since the recommendation came from a regular medical doctor, I decided to give it a try. I am blown away by the results. I have been on this product for about 18 months, and my cholesterol has dropped from 252 to 192. I made no other significant changes in my diet. What's more, I am only taking two capsules a day instead of the recommended dosage of four per day. I've read that the big pharmaceuticals are campaigning to require this product to be sold only by prescription. I pray this never happens."
1,"Mack Bolan is back,tough and cool,in the second book of the Four Horsemen Trilogy. Bolan takes on a cult,bikers and terrorists. The Millennium angle, adds a fresh and current depth to the book.The ending is exciting and intense. Mike Newton writes another atmospheric Bolan novel, that works. Check it out."
0,This is more like example code than what I'd expect out of a textbook. I would recommend another book instead.
0,I had placed a huge order for my children for christmas. I was so upset when my children got the movie and there was no disc at all. so my bad review is with the company not with Amazon since they were kind enough to fix this problem and send another movie free of charge and free of shipping!! Thak you!
0,"I can't believe that Ghostface Killah could make such a sucky album, after making his classic album ""Ironman"" Anyway, I only gave this album one star, because there was only one song on this album that I could enjoy, and that's ""Tush"""
1,"A good choice for those who are not a ble to make it to birthing class, or those that want additional information. Funny, witty and covers everything from start to end."
1,"I'm not a huge fan of Elton John, but I loved this CD! I was hoping for more of the music from the movie itself, especially the Kline/Branagh version of ""It's Tough to Be A God"", but I was very happy with what I got. I do hope that Dreamworks releases another CD, with more of the score and the Kline/Branagh song, but I'm still very happy with this cd."
0,"This was one of the worst movies I've seen in recent memory. I'll start off by saying that all the sped up and slo-mo effects were unnecessary and honestly annoying. The kill scenes were cheaply done CGI which looked terrible for the most part. It's a spoiler, but in the last attack scene of the movie the 'dream girl' literally bursts through a tree and a burned body to attack Simon/Stanley. My biggest problem with this movie is that I know Cripin Glover can do so much better. I'm sure he did the best with the script he was given, which wasn't much, but I'd have passed on this role. After seeing him in Rivers Edge and Willard it was almost painful to watch him play this character. I'm just glad I got this used for six bucks and not the twenty-five amazon is asking for it"
1,Simple to install. No reception problems so far. (My router is upstairs and the adapter is downstairs.) Had it 3-4 weeks now. Much cheaper through Amazon than to get it directly from TiVo.
0,"This film is not worth the shipping and handling. George C. Scott gives a fabulous performance of a simply miserable script. The production values rival a poor film school project. The supplementary characters are obtuse and poorly developed; Patton's wife is both whiny and soporific. If you're a fan of the original, then you'll hate this. If you crave a ""Lifetime Original,"" then I suggest this movie."
0,New 2575 Christmas 2005. HP rep in CompUSA approached me when I was in to get a Lexmark cartridge for my old printer. Short sales pitch later I walked out with a new HP 2575. It printed only 160 sheets before paper feed failed. HP sent a replacement under warranty. The replacement printed 262 sheets before the same problem emerged. Never abused or jammed. Used only HP paper. Stay away from this one. Read the other emails. Clearly a design defect. Sure wish I hadn't tossed that Lexmark out.
0,I bought this based on the reviews that said that these will fit the jawbone 2 bluetooth headset. They did not fit very well and were very loose. I use the small size and they did not fit very well. The medium and large size do not fit my ear canal. Too bad as I need an in-ear bluetooth to hear well. I guess I will have to look for something else.
1,"One of the most wonderful jazz CD's I've purchased in the last few years. Ms. McRae takes the genius of Monk, removes the edginess without detracting from the spirit of the music, and rolls out knock-out after knock-out. I wouldn't have thought it possible, frankly. The supporting quartet is terrific. I can't imagine any true jazz lover being disappointed in this CD."
0,"If Lifetime switched from showing crappy dramas about wronged women to showing crappy horror flicks about wronged women this would one of them. This movie was not scary. It would have been suspenseful if I cared for any of the characters. You know what the best part was? When it was over.Few movies compel me to write reviews, good or bad. This one obviously did."
1,"This album always has been essential in a tecno pop collection and it reachs its madurity with the DTS mix.Gosh, it seems to listened to new a thing. I was so used to listen to this record with the originally hoarse sound. Like if you put your speakers facing to the floor. But now it's so clean so when you listen to it new sounds come up like if they never have been there before.Such a nice experience. Sit in middle of those 5 speakers and you won't regret it.There is only one thing I would have change. I now the originally lp press came out without the bonus tracks but, since everybody is used to the cd version, they should have put the whole tracks together and not separated, so in order to play them you have to get into a new menu.Enjoy it while it last."
0,"Useless, just a junk kit. Do not waste ur time or pennies on this item. If it was free and I had to checkin to sign up to get it, I would refuse it! Junk!"
1,"I read the first Joshua book and thoroughly enjoyed it. I would recommend reading it prior to reading this book. In contrast to the first book, I agree with one of the other readers in that the author was much kinder toward organized religion this time which made it a little easier to swallow. However, Joshua was much more open and obvious with his working of miracles which made the book much less believeable. In the first book most of the characters were left guessing as to who Joshua truly was and his message was expressed in very subtle ways. This time his actions made his identity obvious and the characters either believed immediately or were fools. Overall this was a good book."
1,"A well-crafted, sharp-witted tale that will be especially appealing to anyone who has ever read Tolkien and his ilk. Discworld is at once absurd and complex, yet held against the fabric of our reality, it's just as plausible. I'm hard pressed to think of a more likable character than Corporal Carrot. The modest anti-gun message was subtle enough to remain unobtrusive."
1,"Loved it! Gives you great insight on the fundamentals of living a progressive life, ""The ultimate self-help book,"" even for those not seeking one"""
1,"The review with all the details about the depth and levels of the story hits the mark so I won't repeat it. However, I will emphasize what was not commented on. The Author is a very talented artist. He takes risks on many pages and it works, resulting in a feast of creative colorful dynamic drawings to accompany the text. The story wanes a bit in the final pages but the trip is artistically very satisfying. I hope there is a book to follow. I really enjoyed the characters and how they delt with their world and their beliefs."
1,"This beauty and cute book is the best for catlover!Stunning photos, easy to read colour charts, a lot of informations also regarding the cats...and wonder projects to stitch!I can't wait to stitch all this beauty pussycats!"
0,"This book professes to be for all people, but is in fact, just for the devoutly religious. I could not finish it because it was so faith based, it made me sick to my stomach. Maybe some people can just give over control of their lives to God, but I cannot. I don't think that the reason for anger is our sins, as the previous reviewer has written, but I do think this book is deceptive. Nowhere on the cover does it mention that this book will try to get you to give your anger over to God and let him take care of you, but that is exactly what this book tells you. It is a total waste of money."
0,"Batman Begins would've been a better movie had it been it's own original character. Although comical at times and the constant changing lead actors playing Batman (i.e. Michael Keaton, Val Kilmer & George Clooney), the consistency was there. Batman Begins and doesn't quite offer an insight as to what you're watching. Is he in Tibet? Okay, halfway in you find out why he was locked up. Batman Begins tried to be darker than it was. The unimpressive BatMobile (Hummer, dune buggie dragster fusion). Maybe the new generation of kids will enjoy this. But as a new twist on Batman, 2 stars. As a standalone hero, Begins would deserve maybe 4 stars."
1,I had been looking for a spare set of flannel sheets for my bed. These are not the best but they certainly are good enough. They are a bit thin but soft and warm. I do recommend them.
1,"Alfie is another british band with an unexplainable amount of talent. Unexplainable because it seems most british groups are ingenious in their own way. Where did they get it from? Who knows? But i do know that us rebels over here in the beautiful u.s., took only a bit of that musical ingenuity when crossing the big pond back in the day. Okay, all gawking aside, i must admit that alfie's lead singer reminds me slightly of the lead singer of ""they might be giants"". That's a good thing if you like (or can tolerate) ""they might be giants"". Luckily i grew up listening to my sisters collection of music, and t.m.b.g. happened to be in the mix. So alfie, like you might expect, is ingenious (on tracks 2 & 3 inparticular) and a bit quirky (especially the vocals(all tracks)). But don't buy this album because you want good, strange music, buy it because it's good, mellow music with great instrumentation and a unique sound."
0,"Deodorant control works by gluing you pits shut. Seriously, this stuff was sticky and nasty."
1,I loved this book in high school and now that I'm reading it ten years later the messages are even more relevant and insightful.
1,"This was a very good book, while not excellent. The characters, mostly Bess, were somewhat superficial and shallow, but this got better as the book progressed. As far as I am concerned, the only problem was the author's tendency to write page-long narratives of Bess's slightly maundering thoughts, which were fairly uninteresting and repetitive. But, as I said, it got much better by the end, and the final conclusion was very emotionally moving (I cried), even though anyone who's read Alfred Noyes' ""The Highwayman"" knew what would happen.The author is excellent at writing dark, emotional endings, and she used this ability to the full in this book. While there are the aforementioned problems, it's most definitely a page-turner, and if you like ""The Highwayman"" at all, you're pretty much guaranteed to like ""Watch by Moonlight"". It's not the sort of book you keep under your pillow and memorize, but it's a very good read even the second and third time."
0,Hard to tell from the picture what size this is. I thought it was much larger. It would not hold much more than a 1/2 pound of coffee. Too much space is wasted for the filter holder section.
1,This is one CD that I can listen over and over again and still get chills. CLAY Aiken Has a God given Gift He is amazingly talented and very Sexy. For the Person who was negative about Him just to boost Taylor Hicks and His CD there is no need to bash the True American Idol Clay Aiken just to get Your point for Taylor accross. I too Love Taylor I was part of the soul patrol and I do have Under the Radar and while it's ok it pales in any comparison to any of Clays CD's. Buy Measure of A Man and any CD Clay records You won't be sorry. He is amazing.
1,"I was very upset when they took this series off the air. I'm glad to have these movies but still wish the series was still around, Love this movie."
1,"When he made this album, John Coltrane considered it to be his gift to God. It's certainly worthy of that status, having some really amazing instrumentals, including, of course, John Coltrane's masterful saxaphone playing. I'm a drummer, and I can testify that this album is also a prime example of really skillful jazz percussion. If you're looking to start a really fine jazz collection, this would be an important album to include.If you liked this, I recommend Coltrane's ""Giant Steps."" It's a little bit less serious, slightly more bouncy, but of similar excellence."
0,"""ChiRunning"" is not a new idea. This running method has beendescribed and advocated by Dr.Nicholas Romanov since 1977 as a pose method of running. Visit his website; [...]. It is very annoying to see the description of ""ChiRunning"" a revolutionary idea by simply attaching ""Chi"" to the pose method [...]. ""Chi"" part of this book is very superficial."
1,"The book arrived on time and in good condition. This is an excellent collection for both theatre enthusiasts, teachers and for a comprehensive sampling of what Shepard is so gifted at constructing."
0,"I usually love Pampers, but the Baby Dry Pampers really irritated my little boy's skin. He didn't have any leaks but the angry red marks on his skin negated the leak free aspect. If your baby's skin isn't super sensitive, these would be great but if your little one has sensitive skin, skip these and go for the Swaddlers."
1,I have used this product in the past with great success. I ordered more because I had misplaced my original one.
1,Overall its an informative book well worth reading so I give it 5 stars. He rehashes the virgo thing to death throughout the book where I felt he could have laid that out better in 1 or 2 chapters.Also as mentioned by others below he left alot of Masonic stuff out.I recommend watching on video AMERICAS SECRET DESTINY and RIDDLES IN STONE they add and parallel this book quite well.
0,"It is extremely sad that Hallmark Entertainment has not realized that hard of hearing and deaf people need closed captioning to understand the product they are marketing. If they have realized this, then they obviously could care less about disabled people of any kind."
0,I did not receive this item. I filed the claim but I did not hear from the seller at all.
0,"The special effects of this film were wonderful--no debate there--but Armand Assante seems like he's sleep-walking through this movie. It LOOSELY follows the poem at parts and suffers from a severe lack of passion! Compare this film with the 1950's ""Ulysses"", which despite poor effects, had MUCH more passionate and inspired portrayals of the characters by Kirk Douglas and Anthony Quinn among others. Even the classic scene involving Argos the dog was ommitted from this modern creation. Ugh!On the flip side, Athena's portrayal by Isabella Rossellini and the actor playing the god Mercury are very fun to watch in ""The Odyssesy"". Still...not enough to do the story justice."
1,"I LOVE Crocodile Creek Lunchboxes! They are perfect for Kindergarten and 1st Grade children since they don't require as much lunch as an older child may. It can even hold a thermos drink cup or soup cup.This lunchbox has held up wonderfully thru an entire year of daily lunches, being thrown around in class, smashed in packpacks and drug across lunch tables. I highly recommend this product to anyone with younger children."
0,The book was interesting to me because the author speaks about life in the Army. Some soldiers got good and bad experience during their time. The book makes comments about three diferent soldiers.
1,"I loved Whisper of the wicked saints. The story was amazing and I was pleasantly surprised at the changes in the book. I am not normaly someone who is into romance novels, but the world was raving about this book and so I bought it. I loved it !! This is a brilliant story because it is so true. This book was so wonderful that I have told all of my friends to read it. It is not a typical romance, it is so much more. Not reading this book is a crime, becuase you are missing out on a heart warming story."
0,"I didn't buy this game, becuase I can tell by the pictures that Barbie has very bad skating technique (see below). This game is not for kids who want to have fun while seeing a good skating program.Pictures on Amazon1) Box picture -- I can't tell whether or not Barbie is stroking or doing a bad spiral? Either her leg is too high if she is stroking, or her body and leg are not in the right position if she is doing a spiral.2) Layback -- Although it's hard to see, it looks like Barbie might be spinning on her toe pick.3) Split jump -- Barbie does not have enough skating muscle for the jump. She is also not kicking her boots up.Pictures on vugames (makers of the game)1) Stroking -- Barbie's body is crooked. She doesn't have her weight over her stroking leg, and her body is leaning to the side. I've never seen anyone stroke like this."
1,"saw this on the chris matthews show and ordered it immediately. when it arrived at thanksgiving time, it took two days before i was able to view it--everyone else was reading it and walking off with it. for those of us who were virtually in a state of shock for the first week after 9-11, it is wonderful to be able to view this collection of work. beautifully done, i was at once both grieving at the event yet so very proud to be an american.enough said."
1,"I had read the Foundation trilogy when I was a teenager/early 20's. The first book was required reading for a college SciFi literature course and I liked it so much I read the other two. They were my introduction to Isaac Asimov. Grand in its sweep, Foundation explores societal disintegration and renaissance. The trilogy is dated; Asimov wrote it before the computer revolution. However, it still holds up amazingly well.Asimov was regarded as one of the greatest explainers of everything. He richly deserved the accolade. For someone who hasn't read him before, Foundation is a wonderful introduction. You'll read more."
0,"Just like a real museum, everything in Namco Museum is OLD. I grew up in the 80's. I played Atari and Colico. I remember Pong, Missile Command and many others. I remember that they only kept my attention for about twenty minutes at a time."
0,"I am yet to receive this product. I'm sure the movie is amazing, but I'm still waiting to get it."
1,"The album is HOT! It combines all the best from Sweat and Suit and add's Fly Away, Grillz, and has two new songs (Nasty Girl and Tired) that are of the chain. I would recomend any Nelly fan not matter how much (or little) you enjoy his music to get this CD. I'm tellin' you, it is HOT!"
1,"IT'S WORKIN' GREAT, BEAV! KEEPS THE MUG WARM WHILE I'M ON THE COMPUTOR! BUY IT!!"
1,"This book was hilarious. I read it yesterday, and I am still laughing my Asimov. Get it? Hahahaha. Huh. Okay. Nevermind."
0,I am a dermatology practitioner and my own kids have sensitive or eczema prone skin- usually use sensitive pampers but out of stock-this diaper made my 12 month old break out within a day of using.
1,"Version: U.S.ASpider-Man / Region FreeMPEG-4 AVC BD-50Running time: 2:01:11Movie size: 30,791,897,088 bytesDisc size: 32,496,402,276 bytesAverage Video Bit Rate: 26.09 MbpsDolby TrueHD 5.1 24-bit (upconverted from a 16-bit master)Spider-Man 2 (seamless branching)MPEG-4 AVC BD-50Running time: 2:07:25Movie size: 36,883,243,008 bytesDisc size: 49,011,222,186 bytesAverage Video Bit Rate: 24.14 MbpsDolby TrueHD 5.1 24-bitSpider-Man 2.1 (seamless)MPEG-4 AVC BD-50Running time: 2:15:46Movie size: 39,171,311,616 bytesDisc size: 49,011,222,186 bytesAverage Video Bit Rate: 24.06 MbpsDolby TrueHD 5.1 24-bitSpider-Man 3 / Region AMPEG-4 AVC BD-50Running time: 2:19:10Movie size: 43,368,265,728 bytesDisc size: 48,052,312,355 bytesAverage Video Bit Rate: 26.06 MbpsDolby TrueHD 5.1 24-bitLPCM 5.1 4608Kbps 16-bit"
0,"If you can read and readily understand old-english, you *may* be able to enjoy this novel.I found it painfully long and didn't even care to finish it, which is unheard of for me!"
1,Ordered two and tested them out: one had a bad pump but the return was easy.These airbeds are super cheap and great. Everyone who has slept on them says they are extremely comfortable. They hold the air well. I recommend them very highly
0,"This card worked great in my Canon G3 digital camera for few months, and the 'CF Card Error' started happending (as some of the other reviewers have also experienced). I reformatted the disk few times and I'm still getting that error when I turn on my camera. Since it has a life time warranty on it, I'm RMA it back to SimpleTech."
0,"We bought this for our 5 year old for Christmas. The elevator uses a string pulley which promptly bound around the gear that connects it to the thumbwheel which raises and lowers the platform. Within 5 minutes of playing, one of the main features broke. Also, the top has a ring with 5 rockets, one of these came missing a retaining pin. Thoroughly disappoingting as he is a big Justice League fan."
0,"I ordered the cake topper June 27, 2010. I was given an estimated shipping date of July 1-7, 2010. Those dates came & went with no cake topper. I contacted the seller twice with no response. I filed a claim with Amazon. I did end up receiving a cake topper on July 16, 2010; however, it's not even the one I ordered! The seller did refund my money, but has never contacted me or apologized for the mishap. I will never buy anything from the seller again. I looked at the seller's feedback & I'm not the only person they have done wrong, so buyer beware!!"
1,I ENJOYED THE MOVIE THOROUHLY.WOULD RECOMMEND IT TO ANYONE ESPECIALLY CHICANOS WHO CAN RELATE.MAKES ME WANT TO SEE THE MUSICAL.
0,This book in the beginning was so slow that I finished a book twice it's length before I finished the first chapter of Tess of the D'Urdubervilles.
0,I'm not sure what zombie movies the other reviewers have watched but I find it hard to believe they actually liked this one. I feel like I was tricked into paying for this based on the reviews. The acting sucks. The set design sucks. The effects suck. What I'm trying to say is that this movie sucks.
1,"The book was in perfect condition, however, it didn't come with the user access code for internet review websites."
1,"This is a great little book on purity. I read it in an hour and couldn't put it down. ""The Purity Principle"" gets ""in your face"" on the issue of sexual purity, speaking directly, but not inappropriately about the slippery slope that is sexual sin and practical ways to combat it. The engaging message was so vivid and powerful that I immediately ordered two additional copies so that each of my sons could have their own.My one reservation about this book is that it does not give enough help and hope to the person who has already seriously fallen and needs help getting on the right track. I am concerned that such a person, rather than seeing the power of a gracious God to restore them, might feel that they are too far gone for a meaningful recovery after reading this book."
0,"I cannot believe I paid so much for a camcorder that has such a JUNKIE battery charger built in. If it gets bumped even slightly, or has too much pressure on the cord just laying there, it comes out. You pick up a camera thinking it is charged, and find out it is NOT!! Bought before going on vacation, & called the store upon my return to complain. They said, ""That is just Sony's way of making you buy a separate charger."" After several months of hassles, I notified Sony about my dissatisfaction with this, & their customer service rep sent me a smart-alec reply by e-mail. Won't buy another Sony product if that is how they take care of customers. Sandy"
1,"I was most struck with the information about what happens to us physically when we watch television. The very act of watching itself, without reference to content, changes the way our brains operate. I recommend this to all teachers, parents, and broadcast journalists."
0,"I bought the magazine subscription a WHILE back and has yet to receive an issue. It is very pricey and I thought it would be worth the price, if only I were able to have it! I contacted Amazon which then contacted them and have been told that sometime in late April the first issue of the magazine will arrive...I looked at many posts (sadly afterward) at cake central which had similar complaints. Save your money."
1,I would definately recommend this product to anyone with a Tivo set who wants to use their broadband instead of a phone line to update Tivo. It was very easy to install. Took me about 10 minutes and I was up and running. I've had it for a couple of months now and never had any problems. It always stays connected.
1,"Bought this for my Dad, as I have come to love having my revolver in an ankle holster. He uses it for his .38 Special. There's nothing fancy here, which is why the price is low. But that doesn't mean that it's ""cheap"" either. It is just a good product at a good price.Recommended for anyone looking. Also, my Dad is 5'6"", I am 6'2"" and this fits both of us equally well. Didn't try it on my 8 year old, but I'm sure it would fit, it's quite adjustable."
0,"The noise canceling feature works well and the sound is good. However, the cheap plastic they are made of breaks easily. First one side broke but I managed to tape it together. Then the other side broke and was not fixable. You would think that something so expensive would be more durable!"
1,"This is a great story showing how a family and community can come together and help a child in need. And this, unlike most Halloween fare, really illustrates the good natured spirit of Halloween the way it's suppose to be for kids. Thank you."
1,"The first time I finished this book, I tried to tell all my friends and family members about the story, but could not find the words. I am so glad my fellow readers have the same difficulty in describing this wonderous tale!The second time I finished this book, I was no closer to having a description than before...and so it goes into the 4th, 5th, and even 10th reading.However, you would have to look long and hard to find more beautiful fiction. Trust me on this one...read it and enjoy a once-in-a- lifetime experience...you will be glad you did!"
0,"I was completely disappointed in this ""film.""This film was LITERALLY put together by Spongebob Squarepants studio assistants and was a complete waste of my evening. Not funny, not humerous (other than 4 lesbian high-schoolers and the main character's ex-boyfriend who is friggin' hilarious in the few scenes he is in), and nauseatingly slow-paced.I won't go into a long description, but essentially, some girl is totally obsessed with Moz and stops by some of his old haunts in an effort to find and marry him. She is an outcast and made fun of by everyone.The extras are actually more interesting than the movie! Clips of Moz conventions and psycho-fans are pretty funny. The extras actually have a couple of Moz photos/distant video-cam clips.I LOVE Moz but HATE this movie. Please, borrow it, rent it, or steal it but DONT waste your hard-earned cash on it. You will be disappointed. And remember, MOZ IS NOT IN THE MOVIE!!!"
1,"And great and entertaining film! A WONDERFUL GUEST CAST and some flavor to it, and is not racially discriminant(Vanessa Williams is in it), something we a lot these days.Armand Assante and his band of supporting actors give great life to the film and I notice the supporting actors are actually trying to make it better, rather than most actors who just do the role because it'll make them money. GREAT MOVIE, WORTH THE $13.00Now, you wonder, why did he give it four stars out of five if it is so good? The reason is this movie is very depressing at some parts and gets very gruff and there is and little crude comedy. Especially at the end. That plucks off a star, just because it was pretty bright and cheeful during the voyage. OVERALL A GREAT MOVIE AND YOU SHOULD REALLY CONSIDER BUYING IT, BUT THERE ARE HAPPIER FILMS."
1,"Martnez Sobral's symphonic scenes Acuarelas Chapinas, is a real revelation. Magnificently orchestrated pieces, they have an immediate and direct impact. As much as Falla's Nights in the Gardens of Spain or Ives' Three Places in New England, they describe a place, in this case, a city in Latin America circa 1905. Ricardo Castillo's tone poem Xibalb evoques a world of magic and legends of the Mayan world. This is music that important conductors should take into account to enlarge their repertoires, introducing names from the past that merit the best disclosure."
1,"I WORK IN A MEAT DEPARTMENT,AND MY FEET WERE ALWAYS COLD AND WET.I ORDERED THESE BOOTS AND I PLAN ON GETTING A FEW MORE PAIRS.THEY KEEP MY FEET WARM WHILE BEING VERY COMFORTABLE AND DRY..TOOK A WHILE TO GET THEM BUT THEY ARE WORTH IT"
1,I love this product and found that it really worked well to heal my face after a chemical peel. I was through the entire process in five days and my skin looks great.
1,"I'm planning on loaning this book out to some of my Protestant friends who have misconceptions about Catholicism. Mr. Schreck successfully refutes such notions as ""the Catholic Church puts its own hierarchy above scripture,"" ""the Catholic Church teaches Pelagian works righteousness,"" and ""Catholics deify Mary and the Saints."" Mr. Schreck has done an excellent job of stating what Catholics really believe, as well as presenting the Scriptural foundations of those beliefs."
0,"The acrid smell of sweat, dung and animals, coupled with the stifling heat, permeates the village of Macondo, where the novel takes place. Incest, murder, and suicide are everyday happenings, especially the first. Marquez pushes a dizzying and horrifying picture of the human condition, which left me feeling as if I had been raped. My options here seem to be either to dismiss Marquez as an extraordinarily skilful madman or to go mad myself. I choose the former. An ugly novel, not the less ugly for the undeniable talent with which it is executed. I do not recommend it."
1,"I love these diapers. They feel soft and rarely leak. Through Amazon, they are cheaper than the cheapo diapers I used to buy from the store. I also love that they are sent to my door."
0,Cant rate something that I have yet to get a copy of. I feel like I calomst could have done better by going to the store and buying it. I have yet to get my first copy of the magazine
0,This book was way too weird for me and there was never a hook of curiosity. I was assigned to read this for school so that is the only reason i continued to read to the end. It made no sense and was very dull.
0,"I picked up this title based on the recommendation of a friend, and I have to say I was rather disappointed. I expected Ann Rice to be a virtuoso. She turned out to be a hack with an anal fixation. The dialogue and narration is only slightly better written than Penthouse letters, and the effect is less erotic. The only reason I rated the book as high as I did is because it read quickly, so at least I didn't waste a lot of time getting through it."
0,The bench is very nice. I had a few pieces that looked like they were painted over scratches and some of the metal were scratched. I was unsure of some of the screws as you can not tighten it too much or is strips the plastic. wasnt sure on the indents on the metal bars which way they were suppose to go on. the bench broke after sitting on it three times. The glider bar broke. the weld is not very good or sturdy.
1,"I didn't expect much from this book, the reviews weren't great. I liked it a lot. I bought the book some time ago and hadn't gotten around to it because of the reviews. When I sat down and started reading I finished it which frankly is unusual for an Anne Perry book. I like her writing but sometimes it doesn't grab me right away. This book did grab me and I remain a devoted fan of Ms. Perry. I have ordered her next book and will not let it sit on the shelf before reading it."
1,"Yes, I have read the OT before but never like this. Thank you for writing this book. Now all I have reciting over and over in my heart is "" hear oh Israel! YWHY is God! YWHY alone. :D"
0,"With just four years of chemistry background, I could write a better book than this in my sleep. What did the authro get her Ph.D in anyway? Was it sociology, or perhaps basket weaving? I am quite bitter, becuase I am trying to use this miserable excuse for toilet paper to prep for an exam two days from now. It at least reassures me of how much I do know because all the errors are so glaring. I think that perhaps this author should also advertise that they got their Ph.D. out of a cracker jack box. I will be writing to Princeton Review to demand my money back, and I urge University Chemistry departments everywhere to warn students about this book. Honestly, a retarded monkey with no limbs could write a better book. I wonder what Laberge got on the Chem GRE?"
0,"While I love a few tracks on this CD and admire the writers and producers involved (Darren Hayes, Desmond Child, Cathy Dennis, Danielle Brisbois, Aldo Nova), almost every song sounds the same. And Clay has this annoying habit of ""finishing"" each and every song as if it were performed live. Maybe it's just me but I kind of like (or am used to) fade outs in pop songs. I definetly like Clay's voice and there are standout songs that actually effected me (the title track especially moved me) but I have to say Kelly Clarkson's debut CD is head and shoulders a better produced collection than this middle of the road, unoffensive, generic collection of milquetoast. I expected more from Clay after his first single. Better luck next time."
1,"This book is a great resource book. Not only for young readers but for anyone who want to know the most significant stories in Greek Mythology. This book makes a good basic reference for any history class. Anyone can learn easily from this book because it is easy to read, yet you receive a lot of information. It also includes colorful illustrations that giulds the reader through.This book includes sections such as: ""Mother Earth and Her Children"", ""The Gods and Foddesses of Mount Olypus"", ""Zuez and the Creation of Mankind"", and ""Triumnphs of the Gods"". It has such stories as: Prometheus and His Gift to Man, Pandora, Echo, Medusa, Jason, Odysseus, and much more.A personal favorite of mine is the story of Jason. One man fell for the love of a youthful princess, and tempted to leave his wife, Medea. Medea spent much of her money and prepared a feast for Jason. The revenge was sweet.... I can't tell you the rest. Buy this book, its far too interesting."
1,"This book is fascinating for its images & history for me the Aussie, we just dont have these cowboy suits in our history, & as a sewer who makes cowboy shirts in Oz, it interested me greatly, I got a 2nd hand ex library book & it was mint. Seems like an invaluable keeper to me."
0,"I purchased the Pampers Baby Dry by mistake and I hated them. They leak and they are hard. Pampers Swaddlers are excellent they NEVER leak, they are soft and comfortable for my baby boy. Stick with the Swaddlers or you'll not only be changing the babies diaper more often but you'll be changing the babies clothes and bedding too."
0,"This book is loaded with errors and typos; structures and chemical names don't correspond. A cyclohexane is called a benzene. It makes me doubt the author's credentials. If you are already confused with Chemistry, this book will only make it worse. DO NOT BUY THIS BOOK. Do not attempt to use it to prepare for your important graduate school admission exam either. You'll be better off without it."
0,Having the same problem as others mentioned here. Does not work on my iBook G4. Alternates between battery and power adapter.
0,"After reading it for a school project I would avise anyone reading these reviews to stay clear of it unless your eighty and you want waste your last few months of your life. Pointless, which school teachers of little old scotland make you read. If we have to burn books I put this one up to get burned straight away."
1,"What a book!!! Hard to believe you can break down one weekend and make it so fascinating! Made me want to go get a job at the USGA! What a great read, good flow, great humor but not over the top, good storyline, great characters...and it's all true!!!GREAT BOOK!!!"
1,"I got this book for free as a limited-time offer for Kindle, so I might be a little biased. That being said, I still think it's worth either buying or renting from the library. What's unique about it is that it is largely told from the first-person perspective of Lewis, an American college student studying at Oxford University in the UK. Lewis, following after his friend Simon, enters into the world of Albion which is styled after Celtic history and mythology. Many people are opposed to the book because of its Christian themes but I would say give it try anyway. It's a refreshing and unique take on historical fantasy."
